19:46:21.502877 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 280464:280636, ack 37, win 501, length 172
19:46:21.769375 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 649264:649436, ack 217, win 501, length 172
19:46:21.769415 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 649436:649608, ack 217, win 501, length 172
19:46:21.769457 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 649608:649780, ack 217, win 501, length 172
19:46:21.769497 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 649780:649952, ack 217, win 501, length 172
19:46:21.769538 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 649952:650124, ack 217, win 501, length 172
19:46:21.769579 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 650124:650296, ack 217, win 501, length 172
19:46:21.769626 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 650296:650468, ack 217, win 501, length 172
19:46:21.769669 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 650468:650640, ack 217, win 501, length 172
19:46:21.769730 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 650640:650812, ack 217, win 501, length 172
19:46:21.769779 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 650812:650984, ack 217, win 501, length 172
19:46:21.769830 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 650984:651156, ack 217, win 501, length 172
19:46:21.769884 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 651156:651328, ack 217, win 501, length 172
19:46:21.769939 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 651328:651500, ack 217, win 501, length 172
19:46:21.769993 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 651500:651672, ack 217, win 501, length 172
19:46:21.770044 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 651672:651844, ack 217, win 501, length 172
19:46:21.770085 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 651844:652016, ack 217, win 501, length 172
19:46:21.770126 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 652016:652188, ack 217, win 501, length 172
19:46:21.770181 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 652188:652360, ack 217, win 501, length 172
19:46:21.770222 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 652360:652532, ack 217, win 501, length 172
19:46:21.770262 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 652532:652704, ack 217, win 501, length 172
19:46:21.770304 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 652704:652876, ack 217, win 501, length 172
19:46:21.770345 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 652876:653048, ack 217, win 501, length 172
19:46:21.770400 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 653048:653220, ack 217, win 501, length 172
19:46:21.770444 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 653220:653392, ack 217, win 501, length 172
19:46:21.770486 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 653392:653564, ack 217, win 501, length 172
19:46:21.770547 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 653564:653736, ack 217, win 501, length 172
19:46:21.770611 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 653736:653908, ack 217, win 501, length 172
19:46:21.770662 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 653908:654080, ack 217, win 501, length 172
19:46:21.770746 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 654080:654252, ack 217, win 501, length 172
19:46:21.770819 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 654252:654424, ack 217, win 501, length 172
19:46:21.770877 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 654424:654596, ack 217, win 501, length 172
19:46:21.770920 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 654596:654768, ack 217, win 501, length 172
19:46:21.770961 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 654768:654940, ack 217, win 501, length 172
19:46:21.771002 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 654940:655112, ack 217, win 501, length 172
19:46:21.771259 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 655112:655284, ack 217, win 501, length 172
19:46:21.771333 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 655284:655456, ack 217, win 501, length 172
19:46:21.771379 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 655456:655628, ack 217, win 501, length 172
19:46:21.771426 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 655628:655800, ack 217, win 501, length 172
19:46:21.771477 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 655800:655972, ack 217, win 501, length 172
19:46:21.771518 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 655972:656144, ack 217, win 501, length 172
19:46:21.771563 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 656144:656316, ack 217, win 501, length 172
19:46:21.771616 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 656316:656488, ack 217, win 501, length 172
19:46:21.771671 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 656488:656660, ack 217, win 501, length 172
19:46:21.771725 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 656660:656832, ack 217, win 501, length 172
19:46:21.771779 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 656832:657004, ack 217, win 501, length 172
19:46:21.771945 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 657004:657176, ack 217, win 501, length 172
19:46:21.772019 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 657176:657348, ack 217, win 501, length 172
19:46:21.772064 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 657348:657520, ack 217, win 501, length 172
19:46:21.772107 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 657520:657692, ack 217, win 501, length 172
19:46:21.772148 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 657692:657864, ack 217, win 501, length 172
19:46:21.772189 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 657864:658036, ack 217, win 501, length 172
19:46:21.772230 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 658036:658208, ack 217, win 501, length 172
19:46:21.772272 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 658208:658380, ack 217, win 501, length 172
19:46:21.772329 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 658380:658552, ack 217, win 501, length 172
19:46:21.772374 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 658552:658724, ack 217, win 501, length 172
19:46:21.772415 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 658724:658896, ack 217, win 501, length 172
19:46:21.772470 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 658896:659068, ack 217, win 501, length 172
19:46:21.772514 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 659068:659240, ack 217, win 501, length 172
19:46:21.772555 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 659240:659412, ack 217, win 501, length 172
19:46:21.772596 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 659412:659584, ack 217, win 501, length 172
19:46:21.772642 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 659584:659756, ack 217, win 501, length 172
19:46:21.772707 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 659756:659928, ack 217, win 501, length 172
19:46:21.772770 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 659928:660100, ack 217, win 501, length 172
19:46:21.772858 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 660100:660272, ack 217, win 501, length 172
19:46:21.772903 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 660272:660444, ack 217, win 501, length 172
19:46:21.772944 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 660444:660616, ack 217, win 501, length 172
19:46:21.772984 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 660616:660788, ack 217, win 501, length 172
19:46:21.773024 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 660788:660960, ack 217, win 501, length 172
19:46:21.773067 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 660960:661132, ack 217, win 501, length 172
19:46:21.773107 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 661132:661304, ack 217, win 501, length 172
19:46:21.773148 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 661304:661476, ack 217, win 501, length 172
19:46:21.773193 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 661476:661648, ack 217, win 501, length 172
19:46:21.773234 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 661648:661820, ack 217, win 501, length 172
19:46:21.773274 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 661820:661992, ack 217, win 501, length 172
19:46:21.773314 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 661992:662164, ack 217, win 501, length 172
19:46:21.773354 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 662164:662336, ack 217, win 501, length 172
19:46:21.773396 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 662336:662508, ack 217, win 501, length 172
19:46:21.773437 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 662508:662680, ack 217, win 501, length 172
19:46:21.773477 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 662680:662852, ack 217, win 501, length 172
19:46:21.773518 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 662852:663024, ack 217, win 501, length 172
19:46:21.773557 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 663024:663196, ack 217, win 501, length 172
19:46:21.773612 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 663196:663368, ack 217, win 501, length 172
19:46:21.773668 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 663368:663540, ack 217, win 501, length 172
19:46:21.773841 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 647888, win 482, length 0
19:46:21.773889 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 663540:663712, ack 217, win 501, length 172
19:46:21.773979 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 663712:664004, ack 217, win 501, length 292
19:46:21.774039 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 664004:664176, ack 217, win 501, length 172
19:46:21.774093 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 664176:664348, ack 217, win 501, length 172
19:46:21.774173 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 664348:664520, ack 217, win 501, length 172
19:46:21.774232 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 664520:664692, ack 217, win 501, length 172
19:46:21.774285 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 664692:664864, ack 217, win 501, length 172
19:46:21.774339 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 664864:665036, ack 217, win 501, length 172
19:46:21.774391 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 665036:665208, ack 217, win 501, length 172
19:46:21.774442 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 665208:665380, ack 217, win 501, length 172
19:46:21.774493 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 665380:665552, ack 217, win 501, length 172
19:46:21.774545 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 665552:665724, ack 217, win 501, length 172
19:46:21.774599 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 665724:665896, ack 217, win 501, length 172
19:46:21.774650 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 665896:666068, ack 217, win 501, length 172
19:46:21.774703 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 666068:666240, ack 217, win 501, length 172
19:46:21.774758 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 666240:666412, ack 217, win 501, length 172
19:46:21.774831 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 666412:666584, ack 217, win 501, length 172
19:46:21.774892 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 666584:666756, ack 217, win 501, length 172
19:46:21.774950 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 666756:666928, ack 217, win 501, length 172
19:46:21.775001 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 666928:667100, ack 217, win 501, length 172
19:46:21.775017 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 649264, win 477, length 0
19:46:21.775093 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 667100:667392, ack 217, win 501, length 292
19:46:21.775148 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 667392:667564, ack 217, win 501, length 172
19:46:21.775220 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 667564:667736, ack 217, win 501, length 172
19:46:21.775273 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 667736:667908, ack 217, win 501, length 172
19:46:21.775327 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 667908:668080, ack 217, win 501, length 172
19:46:21.775380 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 668080:668252, ack 217, win 501, length 172
19:46:21.775433 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 668252:668424, ack 217, win 501, length 172
19:46:21.775486 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 668424:668596, ack 217, win 501, length 172
19:46:21.775537 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 668596:668768, ack 217, win 501, length 172
19:46:21.775583 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 668768:668940, ack 217, win 501, length 172
19:46:21.775634 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 668940:669112, ack 217, win 501, length 172
19:46:21.775689 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 669112:669284, ack 217, win 501, length 172
19:46:21.775740 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 669284:669456, ack 217, win 501, length 172
19:46:21.775793 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 669456:669628, ack 217, win 501, length 172
19:46:21.775954 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 669628:669800, ack 217, win 501, length 172
19:46:21.776013 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 669800:669972, ack 217, win 501, length 172
19:46:21.776073 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 669972:670144, ack 217, win 501, length 172
19:46:21.776125 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 655628, win 452, length 0
19:46:21.776174 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 670144:670316, ack 217, win 501, length 172
19:46:21.776263 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 670316:670608, ack 217, win 501, length 292
19:46:21.776319 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 670608:670780, ack 217, win 501, length 172
19:46:21.776371 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 670780:670952, ack 217, win 501, length 172
19:46:21.776481 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 670952:671124, ack 217, win 501, length 172
19:46:21.776544 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 671124:671296, ack 217, win 501, length 172
19:46:21.776597 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 671296:671468, ack 217, win 501, length 172
19:46:21.776650 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 671468:671640, ack 217, win 501, length 172
19:46:21.776702 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 671640:671812, ack 217, win 501, length 172
19:46:21.776773 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 671812:671984, ack 217, win 501, length 172
19:46:21.776831 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 671984:672156, ack 217, win 501, length 172
19:46:21.776886 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 672156:672328, ack 217, win 501, length 172
19:46:21.776943 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 672328:672500, ack 217, win 501, length 172
19:46:21.776994 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 672500:672672, ack 217, win 501, length 172
19:46:21.777045 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 672672:672844, ack 217, win 501, length 172
19:46:21.777093 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 672844:673016, ack 217, win 501, length 172
19:46:21.777143 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 673016:673188, ack 217, win 501, length 172
19:46:21.777194 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 673188:673360, ack 217, win 501, length 172
19:46:21.777243 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 673360:673532, ack 217, win 501, length 172
19:46:21.777293 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 673532:673704, ack 217, win 501, length 172
19:46:21.777342 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 673704:673876, ack 217, win 501, length 172
19:46:21.777391 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 673876:674048, ack 217, win 501, length 172
19:46:21.777442 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 674048:674220, ack 217, win 501, length 172
19:46:21.777494 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 674220:674392, ack 217, win 501, length 172
19:46:21.777540 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 674392:674564, ack 217, win 501, length 172
19:46:21.777586 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 674564:674736, ack 217, win 501, length 172
19:46:21.777632 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 674736:674908, ack 217, win 501, length 172
19:46:21.777678 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 674908:675080, ack 217, win 501, length 172
19:46:21.777727 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 675080:675252, ack 217, win 501, length 172
19:46:21.777777 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 675252:675424, ack 217, win 501, length 172
19:46:21.777824 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 675424:675596, ack 217, win 501, length 172
19:46:21.777875 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 675596:675768, ack 217, win 501, length 172
19:46:21.777889 IP 198.96.87.75.51219 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 661132, win 431, length 0
19:46:21.777976 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 675768:676060, ack 217, win 501, length 292
19:46:21.778043 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 676060:676232, ack 217, win 501, length 172
19:46:21.778101 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 676232:676404, ack 217, win 501, length 172
19:46:21.778166 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 676404:676576, ack 217, win 501, length 172
19:46:21.778218 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 676576:676748, ack 217, win 501, length 172
19:46:21.778329 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 198.96.87.75.51219: Flags [P.], seq 676748:676920, ack 217, win 501, length 172
